id;user_id;pickup_id;ref;type;new_type;volume_m3;status;name;description;photo;weight;price;bulk_item;picture_option;street;number;box;postalcode;city;longitude;latitude;add_infos;pickup_date;pickup_option;storagdate;ending_date;billing_date;billing_status;billing_ref;box_id;storage_country;storage_warehouse;storage_floor;storage_row;storage_rack;storage_rack_floor;storage_pallet;created_at;updated_at
1845;445;0;;custom_box;custom_box;;with_me;Boite plastique;Boite plastique;731A.jpg;;0;;;;;;;;;;;14/07/17 11:18;;12/07/17;0000-00-00 00:00:00;;;;731;;;;;;;;14/07/17 11:18;25/10/17 08:41
1846;445;0;;custom_box;custom_box;;with_me;Boite plastique couvercle noir;Boite plastique couvercle noir;732A.jpg;;0;;;;;;;;;;;14/07/17 11:18;;12/07/17;0000-00-00 00:00:00;;;;732;;;;;;;;14/07/17 11:18;25/10/17 08:41
1847;445;0;;custom_box;custom_box;;with_me;Cuisine;Cuisine;;;0;;;;;;;;;;;14/07/17 11:18;;12/07/17;0000-00-00 00:00:00;;;;733;;;;;;;;14/07/17 11:18;25/10/17 08:41
1848;445;0;;custom_box;custom_box;;with_me;Photos;Photos;;;0;;;;;;;;;;;14/07/17 11:18;;12/07/17;0000-00-00 00:00:00;;;;734;;;;;;;;14/07/17 11:18;25/10/17 08:40
1849;445;0;;custom_box;custom_box;;with_me;Desi;Desi;;;0;;;;;;;;;;;14/07/17 11:18;;12/07/17;0000-00-00 00:00:00;;;;735;;;;;;;;14/07/17 11:18;25/10/17 08:40
1850;445;0;;custom_box;custom_box;;with_me;Boite plastique ouverte;Boite plastique ouverte;736A.jpg;;0;;;;;;;;;;;14/07/17 11:18;;12/07/17;0000-00-00 00:00:00;;;;736;;;;;;;;14/07/17 11:18;25/10/17 08:40
1851;445;0;;other;other;;with_me;Béquilles;Béquilles;737A.jpg;;0;;;;;;;;;;;14/07/17 11:18;;12/07/17;0000-00-00 00:00:00;;;;737;;;;;;;;14/07/17 11:18;25/10/17 08:39
1852;445;0;;other;other;;with_me;Manche métallique;Manche métallique;738A.jpg;;0;;;;;;;;;;;14/07/17 11:18;;12/07/17;0000-00-00 00:00:00;;;;738;;;;;;;;14/07/17 11:18;25/10/17 08:38
1853;445;0;;custom_box;custom_box;;with_me;Couvertures;Couvertures;;;0;;;;;;;;;;;14/07/17 11:18;;12/07/17;0000-00-00 00:00:00;;;;739;;;;;;;;14/07/17 11:18;25/10/17 08:37
1854;445;0;;other;other;;with_me;Table basse;Table basse;740A.jpg;;0;;;;;;;;;;;14/07/17 11:18;;12/07/17;0000-00-00 00:00:00;;;;740;;;;;;;;14/07/17 11:18;25/10/17 08:37
1855;445;0;;other;other;;with_me;Dossiers de chaises;Dossiers de chaises;741A.jpg;;0;;;;;;;;;;;14/07/17 11:18;;12/07/17;0000-00-00 00:00:00;;;;741;;;;;;;;14/07/17 11:18;25/10/17 08:36
1856;445;0;;custom_box;custom_box;;with_me;Boite;Boite;;;0;;;;;;;;;;;14/07/17 11:18;;12/07/17;0000-00-00 00:00:00;;;;742;;;;;;;;14/07/17 11:18;25/10/17 08:36
1857;445;0;;other;other;;with_me;Tableau Broadway;Tableau Broadway;743A.jpg;;0;;;;;;;;;;;14/07/17 11:18;;12/07/17;0000-00-00 00:00:00;;;;743;;;;;;;;14/07/17 11:18;25/10/17 08:36
1859;457;479;;custom_box;custom_box;;with_me;Your box;Art 2nd;;;0;;;Avenue du Belvédère;20;;83370;Fréjus;6.7108549;43.3813189;SAINT-AYGULF;18/02/18 10:00;;12/07/17;18/02/18 10:00;;pending;;751;;;;;;;;14/07/17 15:15;28/02/18 18:29
1860;457;479;;custom_box;custom_box;;with_me;Your box;Boite en carton;;;0;;;Avenue du Belvédère;20;;83370;Fréjus;6.7108549;43.3813189;SAINT-AYGULF;18/02/18 10:00;;12/07/17;18/02/18 10:00;;pending;;748;;;;;;;;14/07/17 15:15;28/02/18 18:28
1861;457;479;;custom_box;custom_box;;with_me;Your box;Room;;;0;;;Avenue du Belvédère;20;;83370;Fréjus;6.7108549;43.3813189;SAINT-AYGULF;18/02/18 10:00;;12/07/17;18/02/18 10:00;;pending;;750;;;;;;;;14/07/17 15:15;28/02/18 18:28
1862;457;479;;custom_box;custom_box;;with_me;Your box;Boite en carton;;;0;;;Avenue du Belvédère;20;;83370;Fréjus;6.7108549;43.3813189;SAINT-AYGULF;18/02/18 10:00;;12/07/17;18/02/18 10:00;;pending;;754;;;;;;;;14/07/17 15:15;28/02/18 18:27
1863;457;479;;custom_box;custom_box;;with_me;Your box;Boite en carton;;;0;;;Avenue du Belvédère;20;;83370;Fréjus;6.7108549;43.3813189;SAINT-AYGULF;18/02/18 10:00;;12/07/17;18/02/18 10:00;;pending;;770;;;;;;;;14/07/17 15:15;28/02/18 18:27
1864;457;479;;custom_box;custom_box;;with_me;Your box;Room;;;0;;;Avenue du Belvédère;20;;83370;Fréjus;6.7108549;43.3813189;SAINT-AYGULF;18/02/18 10:00;;12/07/17;18/02/18 10:00;;pending;;778;;;;;;;;14/07/17 15:15;28/02/18 18:27
1865;457;479;;other;other;;with_me;Statue avec rangement;Statue avec rangement;798A.jpg;;0;;;Avenue du Belvédère;20;;83370;Fréjus;6.7108549;43.3813189;SAINT-AYGULF;18/02/18 10:00;;12/07/17;18/02/18 10:00;;pending;;798;;;;;;;;14/07/17 15:46;28/02/18 18:26
1866;457;479;;other;other;;with_me;Panier en osier;Panier en osier;797A.jpg;;0;;;Avenue du Belvédère;20;;83370;Fréjus;6.7108549;43.3813189;SAINT-AYGULF;18/02/18 10:00;;12/07/17;18/02/18 10:00;;pending;;797;;;;;;;;14/07/17 15:46;28/02/18 18:21
1867;457;479;;custom_box;custom_box;;with_me;Bac en plastique;Bac en plastique;776A.jpg;;0;;;Avenue du Belvédère;20;;83370;Fréjus;6.7108549;43.3813189;SAINT-AYGULF;18/02/18 10:00;;12/07/17;18/02/18 10:00;;pending;;776;;;;;;;;14/07/17 15:46;28/02/18 18:26
1868;457;479;;other;other;;with_me;Masque;Masque en bois;793A.jpg;;0;;;Avenue du Belvédère;20;;83370;Fréjus;6.7108549;43.3813189;SAINT-AYGULF;18/02/18 10:00;;12/07/17;18/02/18 10:00;;pending;;793;;;;;;;;14/07/17 15:46;28/02/18 18:26
1869;457;479;;other;other;;with_me;Chevalet;Meuble chevalet;791A.jpg;;0;;;Avenue du Belvédère;20;;83370;Fréjus;6.7108549;43.3813189;SAINT-AYGULF;18/02/18 10:00;;12/07/17;18/02/18 10:00;;pending;;791;;;;;;;;14/07/17 15:46;28/02/18 18:25
1870;457;479;;other;other;;with_me;Petite table;Petite table;790A.jpg;;0;;;Avenue du Belvédère;20;;83370;Fréjus;6.7108549;43.3813189;SAINT-AYGULF;18/02/18 10:00;;12/07/17;18/02/18 10:00;;pending;;790;;;;;;;;14/07/17 15:46;28/02/18 18:25
1871;457;479;;other;other;;with_me;Repose pieds;Repose pieds;789A.jpg;;0;;;Avenue du Belvédère;20;;83370;Fréjus;6.7108549;43.3813189;SAINT-AYGULF;18/02/18 10:00;;12/07/17;18/02/18 10:00;;pending;;789;;;;;;;;14/07/17 15:46;28/02/18 18:25
1872;457;479;;suitcase;suitcase;0.40;with_me;Valise;Valise noire;788A.jpg;;0;;;Avenue du Belvédère;20;;83370;Fréjus;6.7108549;43.3813189;SAINT-AYGULF;18/02/18 10:00;;12/07/17;18/02/18 10:00;;pending;;788;;;;;;;;14/07/17 15:46;28/02/18 18:24
1873;457;479;;custom_box;custom_box;;with_me;Carton;Carton;;;0;;;Avenue du Belvédère;20;;83370;Fréjus;6.7108549;43.3813189;SAINT-AYGULF;18/02/18 10:00;;12/07/17;18/02/18 10:00;;pending;;766;;;;;;;;14/07/17 15:46;28/02/18 18:24
1874;457;479;;custom_box;custom_box;;with_me;Books;Books;;;0;;;Avenue du Belvédère;20;;83370;Fréjus;6.7108549;43.3813189;SAINT-AYGULF;18/02/18 10:00;;12/07/17;18/02/18 10:00;;pending;;753;;;;;;;;14/07/17 15:46;28/02/18 18:24
1875;457;479;;custom_box;custom_box;;with_me;SDB;SDB;;;0;;;Avenue du Belvédère;20;;83370;Fréjus;6.7108549;43.3813189;SAINT-AYGULF;18/02/18 10:00;;12/07/17;18/02/18 10:00;;pending;;787;;;;;;;;14/07/17 15:46;28/02/18 18:23
1876;457;479;;other;other;;with_me;Petit meuble;Petit meuble;786A.jpg;;0;;;Avenue du Belvédère;20;;83370;Fréjus;6.7108549;43.3813189;SAINT-AYGULF;18/02/18 10:00;;12/07/17;18/02/18 10:00;;pending;;786;;;;;;;;14/07/17 15:46;28/02/18 18:23
1877;457;479;;other;other;;with_me;Housse guitar;Housse guitare;784A.jpg;;0;;;Avenue du Belvédère;20;;83370;Fréjus;6.7108549;43.3813189;SAINT-AYGULF;18/02/18 10:00;;12/07/17;18/02/18 10:00;;pending;;784;;;;;;;;14/07/17 15:46;28/02/18 18:22
1878;457;479;;other;other;;with_me;Rouleau;Rouleau;783A.jpg;;0;;;Avenue du Belvédère;20;;83370;Fréjus;6.7108549;43.3813189;SAINT-AYGULF;18/02/18 10:00;;12/07/17;18/02/18 10:00;;pending;;783;;;;;;;;14/07/17 15:46;28/02/18 18:22
1879;457;479;;other;other;;with_me;Tringle;Tringle;782A.jpg;;0;;;Avenue du Belvédère;20;;83370;Fréjus;6.7108549;43.3813189;SAINT-AYGULF;18/02/18 10:00;;12/07/17;18/02/18 10:00;;pending;;782;;;;;;;;14/07/17 15:46;28/02/18 18:22
1887;445;0;;other;other;;with_me;Sac transparent;Sac transparent;639A.jpg;;0;;;;;;;;;;;17/07/17 12:11;;12/07/17;0000-00-00 00:00:00;;;;639;;;;;;;;17/07/17 12:11;25/10/17 08:35
1888;445;0;;other;other;;with_me;Cadre de lit en bois;Cadre de lit en bois;709A.jpg;;0;;;;;;;;;;;17/07/17 12:11;;12/07/17;0000-00-00 00:00:00;;;;709;;;;;;;;17/07/17 12:11;25/10/17 08:35
1889;445;0;;other;other;;with_me;Cadre de lit métallique;Cadre de lit métallique;711A.jpg;;0;;;;;;;;;;;17/07/17 12:11;;12/07/17;0000-00-00 00:00:00;;;;711;;;;;;;;17/07/17 12:11;25/10/17 08:35
1890;445;0;;custom_box;custom_box;;with_me;Boite plastique couvercle noir;Boite plastique couvercle noir;;;0;;;;;;;;;;;17/07/17 12:11;;12/07/17;0000-00-00 00:00:00;;;;718;;;;;;;;17/07/17 12:11;17/07/17 13:37
1891;445;0;;other;other;;with_me;Luge en plastique rouge;Luge en plastique rouge;722A.jpg;;0;;;;;;;;;;;17/07/17 12:11;;12/07/17;0000-00-00 00:00:00;;;;722;;;;;;;;17/07/17 12:11;25/10/17 08:34
1892;445;0;;other;other;;with_me;Poubelle en plastique noire;Poubelle en plastique noire;704A.jpg;;0;;;;;;;;;;;17/07/17 12:11;;12/07/17;0000-00-00 00:00:00;;;;723;;;;;;;;17/07/17 12:11;25/10/17 08:34
1893;445;0;;other;other;;with_me;Petite armoire blanche;Petite armoire blanche;725A.jpg;;0;;;;;;;;;;;17/07/17 12:11;;12/07/17;0000-00-00 00:00:00;;;;725;;;;;;;;17/07/17 12:11;25/10/17 08:33
1895;459;0;;custom_box;custom_box;;with_me;Boite client en carton;Boite client en carton;;;0;;;;;;;;;;;17/07/17 13:30;;15/07/17;0000-00-00 00:00:00;;;;804;;;;;;;;17/07/17 13:30;11/09/17 07:21
1896;459;0;;other;other;;with_me;Sac;Sac;807A.jpg;;0;;;;;;;;;;;17/07/17 13:30;;15/07/17;0000-00-00 00:00:00;;;;807;;;;;;;;17/07/17 13:30;11/09/17 07:21
1897;459;0;;other;other;;with_me;Sac;Sac;802A.jpg;;0;;;;;;;;;;;17/07/17 13:30;;15/07/17;0000-00-00 00:00:00;;;;802;;;;;;;;17/07/17 13:30;11/09/17 07:22
1898;459;0;;other;other;;with_me;Treteaux;Treteaux;812A.jpg;;0;;;;;;;;;;;17/07/17 13:30;;15/07/17;0000-00-00 00:00:00;;;;812;;;;;;;;17/07/17 13:30;11/09/17 07:22
1899;459;0;;other;other;;with_me;Sommier;Sommier;813A.jpg;;0;;;;;;;;;;;17/07/17 13:30;;15/07/17;0000-00-00 00:00:00;;;;813;;;;;;;;17/07/17 13:30;11/09/17 07:23
1900;459;0;;other;other;;with_me;Sommier;Sommier;813A.jpg;;0;;;;;;;;;;;17/07/17 13:30;;15/07/17;0000-00-00 00:00:00;;;;814;;;;;;;;17/07/17 13:30;11/09/17 07:23
1901;459;0;;other;other;;with_me;Eléments de lit;Eléments de lit;815A.jpg;;0;;;;;;;;;;;17/07/17 13:30;;15/07/17;0000-00-00 00:00:00;;;;815;;;;;;;;17/07/17 13:30;11/09/17 07:24
1902;459;0;;other;other;;with_me;Matelas;Matelas;809A.jpg;;0;;;;;;;;;;;17/07/17 13:30;;15/07/17;0000-00-00 00:00:00;;;;809;;;;;;;;17/07/17 13:30;11/09/17 07:24
1903;459;0;;other;other;;with_me;Matelas;Matelas;809A.jpg;;0;;;;;;;;;;;17/07/17 13:30;;15/07/17;0000-00-00 00:00:00;;;;816;;;;;;;;17/07/17 13:30;11/09/17 07:24
1904;459;0;;other;other;;with_me;Chaise;Chaise;808A.jpg;;0;;;;;;;;;;;17/07/17 13:30;;15/07/17;0000-00-00 00:00:00;;;;808;;;;;;;;17/07/17 13:30;11/09/17 07:25
1905;459;0;;other;other;;with_me;Chaise;Chaise;808A.jpg;;0;;;;;;;;;;;17/07/17 13:30;;15/07/17;0000-00-00 00:00:00;;;;817;;;;;;;;17/07/17 13:30;11/09/17 07:25
1906;459;0;;custom_box;custom_box;;with_me;Boite client en carton;Boite client en carton;;;0;;;;;;;;;;;17/07/17 13:30;;15/07/17;0000-00-00 00:00:00;;;;811;;;;;;;;17/07/17 13:30;11/09/17 07:25
1907;459;0;;custom_box;custom_box;;with_me;Boite client en carton;Boite client en carton;;;0;;;;;;;;;;;17/07/17 13:30;;15/07/17;0000-00-00 00:00:00;;;;810;;;;;;;;17/07/17 13:30;11/09/17 07:26
1908;459;0;;custom_box;custom_box;;with_me;Boite client en carton;Boite client en carton;;;0;;;;;;;;;;;17/07/17 13:30;;15/07/17;0000-00-00 00:00:00;;;;805;;;;;;;;17/07/17 13:30;11/09/17 07:26
1909;459;0;;other;other;;with_me;Etendoir à linge;Etendoir à linge;818A.jpg;;0;;;;;;;;;;;17/07/17 13:30;;15/07/17;0000-00-00 00:00:00;;;;818;;;;;;;;17/07/17 13:30;11/09/17 07:26
1910;459;0;;custom_box;custom_box;;with_me;Boite en plastique;Boite en plastique;801A.jpg;;0;;;;;;;;;;;17/07/17 13:30;;15/07/17;0000-00-00 00:00:00;;;;801;;;;;;;;17/07/17 13:30;11/09/17 07:27
1911;459;0;;custom_box;custom_box;;with_me;Boite en plastique;Boite en plastique;803A.jpg;;0;;;;;;;;;;;17/07/17 13:30;;15/07/17;0000-00-00 00:00:00;;;;803;;;;;;;;17/07/17 13:30;11/09/17 07:27
1912;459;0;;custom_box;custom_box;;with_me;Boite en plastique;Boite en plastique;819A.jpg;;0;;;;;;;;;;;17/07/17 13:30;;15/07/17;0000-00-00 00:00:00;;;;819;;;;;;;;17/07/17 13:30;11/09/17 07:28
1913;459;0;;other;other;;with_me;Meubles;Meubles;;;0;;;;;;;;;;;17/07/17 13:30;;15/07/17;0000-00-00 00:00:00;;;;820;;;;;;;;17/07/17 13:30;11/09/17 07:29
1914;459;0;;other;other;;with_me;Buste mannequin;Buste mannequin;821A.jpg;;0;;;;;;;;;;;17/07/17 13:30;;15/07/17;0000-00-00 00:00:00;;;;821;;;;;;;;17/07/17 13:30;11/09/17 07:29
1915;459;0;;other;other;;with_me;Buste mannequin;Buste mannequin;821A.jpg;;0;;;;;;;;;;;17/07/17 13:30;;15/07/17;0000-00-00 00:00:00;;;;822;;;;;;;;17/07/17 13:30;11/09/17 07:29
1917;459;0;;other;other;;with_me;Planche en bois;Planche en bois;824A.jpg;;0;;;;;;;;;;;17/07/17 13:30;;15/07/17;0000-00-00 00:00:00;;;;824;;;;;;;;17/07/17 13:30;11/09/17 07:30
1918;459;0;;custom_box;custom_box;;with_me;Boite client en carton;Boite client en carton;;;0;;;;;;;;;;;17/07/17 13:30;;15/07/17;0000-00-00 00:00:00;;;;825;;;;;;;;17/07/17 13:30;11/09/17 07:30
1919;459;0;;custom_box;custom_box;;with_me;Boite client en carton;Boite client en carton;;;0;;;;;;;;;;;17/07/17 13:30;;15/07/17;0000-00-00 00:00:00;;;;826;;;;;;;;17/07/17 13:30;11/09/17 07:31
1941;459;0;;custom_box;custom_box;;with_me;Boite client en carton;Boite client en carton;;;0;;;;;;;;;;;17/07/17 13:31;;15/07/17;0000-00-00 00:00:00;;;;823;;;;;;;;17/07/17 13:31;11/09/17 07:31
2020;456;446;;box;box;;with_me;Boite Boxify;<p>Jules Verne et autres</p>;;;5;0;1;Rue Sainte-Adèle;33;2;5030;Gembloux;4.6912123;50.5580234;;11/12/17 10:00;delayed;03/08/17;30/11/17 10:00;;pending;;835;;;;;;;;18/07/17 14:25;2/12/17 21:07
2021;456;446;;box;box;;with_me;Boite Boxify;<p>Osprey - romans</p>;;;5;0;1;Rue Sainte-Adèle;33;2;5030;Gembloux;4.6912123;50.5580234;;11/12/17 10:00;delayed;03/08/17;30/11/17 10:00;;pending;;836;;;;;;;;18/07/17 14:25;2/12/17 21:07
2022;456;446;;box;box;;with_me;Boite Boxify;<p>Marabout</p>;;;5;0;1;Rue Sainte-Adèle;33;2;5030;Gembloux;4.6912123;50.5580234;;11/12/17 10:00;delayed;03/08/17;30/11/17 10:00;;pending;;844;;;;;;;;18/07/17 14:25;2/12/17 21:07
2023;456;446;;box;box;;with_me;Boite Boxify;<p>Romain et JdR</p>;;;5;0;1;Rue Sainte-Adèle;33;2;5030;Gembloux;4.6912123;50.5580234;;11/12/17 10:00;delayed;03/08/17;30/11/17 10:00;;pending;;840;;;;;;;;18/07/17 14:25;2/12/17 21:07
2024;456;446;;box;box;;with_me;Boite Boxify;<p>Papier Fut et Ferg</p>;;;5;0;1;Rue Sainte-Adèle;33;2;5030;Gembloux;4.6912123;50.5580234;;11/12/17 10:00;delayed;03/08/17;30/11/17 10:00;;pending;;847;;;;;;;;18/07/17 14:25;2/12/17 21:07
2025;456;446;;box;box;;with_me;Boite Boxify;<p>Jules Verne + kbl</p>;;;5;0;1;Rue Sainte-Adèle;33;2;5030;Gembloux;4.6912123;50.5580234;;11/12/17 10:00;delayed;03/08/17;30/11/17 10:00;;pending;;832;;;;;;;;18/07/17 14:25;2/12/17 21:07
2026;456;446;;box;box;;with_me;Boite Boxify;<p>Celte et chevalerie</p>;;;5;0;1;Rue Sainte-Adèle;33;2;5030;Gembloux;4.6912123;50.5580234;;11/12/17 10:00;delayed;03/08/17;30/11/17 10:00;;pending;;829;;;;;;;;18/07/17 14:25;2/12/17 21:07
2027;456;446;;box;box;;with_me;Boite Boxify;<p>Livre art</p>;;;5;0;1;Rue Sainte-Adèle;33;2;5030;Gembloux;4.6912123;50.5580234;;11/12/17 10:00;delayed;03/08/17;30/11/17 10:00;;pending;;838;;;;;;;;18/07/17 14:25;2/12/17 21:07
2028;456;446;;box;box;;with_me;Boite Boxify;<p>Théo</p>;;;5;0;1;Rue Sainte-Adèle;33;2;5030;Gembloux;4.6912123;50.5580234;;11/12/17 10:00;delayed;03/08/17;30/11/17 10:00;;pending;;841;;;;;;;;18/07/17 14:25;2/12/17 21:07
2029;456;474;;box;box;;with_me;Boite Boxify;<p>Arthur Conan Doyle</p>;;;5;0;1;Rue Sainte-Adèle;33;33;5030;Gembloux;4.6919633;50.5584623;;07/02/18 08:00;delayed;03/08/17;07/02/18 08:00;;pending;;830;;;;;;;;18/07/17 14:25;07/02/18 18:59
2030;456;474;;box;box;;with_me;Boite Boxify;<p>Alix</p>;;;5;0;1;Rue Sainte-Adèle;33;33;5030;Gembloux;4.6919633;50.5584623;;07/02/18 08:00;delayed;03/08/17;07/02/18 08:00;;pending;;837;;;;;;;;18/07/17 14:25;07/02/18 19:00
2031;456;474;;box;box;;with_me;Boite Boxify;<p>Art et esot</p>;;;5;0;1;Rue Sainte-Adèle;33;33;5030;Gembloux;4.6919633;50.5584623;;07/02/18 08:00;delayed;03/08/17;07/02/18 08:00;;pending;;842;;;;;;;;18/07/17 14:25;07/02/18 19:00
2032;456;474;;box;box;;with_me;Boite Boxify;<p>Esotérisme</p>;;;5;0;1;Rue Sainte-Adèle;33;33;5030;Gembloux;4.6919633;50.5584623;;07/02/18 08:00;delayed;03/08/17;07/02/18 08:00;;pending;;846;;;;;;;;18/07/17 14:25;07/02/18 19:00
2033;456;474;;box;box;;with_me;Boite Boxify;<p>Art et contes</p>;;;5;0;1;Rue Sainte-Adèle;33;33;5030;Gembloux;4.6919633;50.5584623;;07/02/18 08:00;delayed;03/08/17;07/02/18 08:00;;pending;;831;;;;;;;;18/07/17 14:25;07/02/18 19:01
2034;456;474;;box;box;;with_me;Boite Boxify;<p>Art</p>;;;5;0;1;Rue Sainte-Adèle;33;33;5030;Gembloux;4.6919633;50.5584623;;07/02/18 08:00;delayed;03/08/17;07/02/18 08:00;;pending;;843;;;;;;;;18/07/17 14:25;07/02/18 19:01
2035;456;474;;box;box;;with_me;Boite Boxify;<p>Flammarion</p>;;;5;0;1;Rue Sainte-Adèle;33;33;5030;Gembloux;4.6919633;50.5584623;;07/02/18 08:00;delayed;03/08/17;07/02/18 08:00;;pending;;833;;;;;;;;18/07/17 14:25;07/02/18 19:01
2036;456;474;;box;box;;with_me;Boite Boxify;<p>Albums photo</p>;;;5;0;1;Rue Sainte-Adèle;33;33;5030;Gembloux;4.6919633;50.5584623;;07/02/18 08:00;delayed;03/08/17;07/02/18 08:00;;pending;;849;;;;;;;;18/07/17 14:25;02/02/18 17:41
2037;456;474;;box;box;;with_me;Boite Boxify;<p>Gemmell</p>;;;5;0;1;Rue Sainte-Adèle;33;33;5030;Gembloux;4.6919633;50.5584623;;07/02/18 08:00;delayed;03/08/17;07/02/18 08:00;;pending;;845;;;;;;;;18/07/17 14:25;07/02/18 19:03
2038;456;474;;box;box;;with_me;Boite Boxify;<p>Contes et légendes</p>;;;5;0;1;Rue Sainte-Adèle;33;33;5030;Gembloux;4.6919633;50.5584623;;07/02/18 08:00;delayed;03/08/17;07/02/18 08:00;;pending;;839;;;;;;;;18/07/17 14:25;07/02/18 19:03
2039;456;474;;box;box;;with_me;Boite Boxify;;;;5;0;1;Rue Sainte-Adèle;33;33;5030;Gembloux;4.6919633;50.5584623;;07/02/18 08:00;delayed;03/08/17;07/02/18 08:00;;pending;;834;;;;;;;;18/07/17 14:25;07/02/18 19:03
2040;452;0;;other;other;;with_me;Matelas;Matelas;;;0;;;;;;;;;;;19/07/17 11:16;;12/07/17;0000-00-00 00:00:00;;;;717;;;;;;;;19/07/17 11:16;04/08/17 17:27
2041;467;487;;custom_box;custom_box;;with_me;Votre boite;Boite client;916.jpg;;2;1;0;Rue de l'Aqueduc;91;;1050;Ixelles;4.3587846;50.824273;;14/03/18 10:00;direct;26/07/17;14/03/18 10:00;;pending;;916;;;;;;;;24/07/17 10:13;14/03/18 11:05
2042;467;487;;custom_box;custom_box;;with_me;Votre boite;Boite client;920.jpg;;2;1;0;Rue de l'Aqueduc;91;;1050;Ixelles;4.3587846;50.824273;;14/03/18 10:00;direct;26/07/17;14/03/18 10:00;;pending;;920;;;;;;;;24/07/17 10:13;14/03/18 11:06
2043;467;487;;custom_box;custom_box;;with_me;Votre boite;Boite client;919.jpg;;2;1;0;Rue de l'Aqueduc;91;;1050;Ixelles;4.3587846;50.824273;;14/03/18 10:00;direct;26/07/17;14/03/18 10:00;;pending;;919;;;;;;;;24/07/17 10:13;14/03/18 11:06
2044;467;487;;custom_box;custom_box;;with_me;Votre boite;Boite client;922.jpg;;2;1;0;Rue de l'Aqueduc;91;;1050;Ixelles;4.3587846;50.824273;;14/03/18 10:00;direct;26/07/17;14/03/18 10:00;;pending;;922;;;;;;;;24/07/17 10:13;14/03/18 11:06
2045;467;487;;custom_box;custom_box;;with_me;Votre boite;Boite client;925.jpg;;2;1;0;Rue de l'Aqueduc;91;;1050;Ixelles;4.3587846;50.824273;;14/03/18 10:00;direct;26/07/17;14/03/18 10:00;;pending;;925;;;;;;;;24/07/17 10:13;08/03/18 10:22
2046;467;487;;custom_box;custom_box;;with_me;Votre boite;Boite client;926.jpg;;2;1;0;Rue de l'Aqueduc;91;;1050;Ixelles;4.3587846;50.824273;;14/03/18 10:00;direct;26/07/17;14/03/18 10:00;;pending;;926;;;;;;;;24/07/17 10:13;14/03/18 11:12
2047;467;487;;custom_box;custom_box;;with_me;Votre boite;Boite client;927.jpg;;2;1;0;Rue de l'Aqueduc;91;;1050;Ixelles;4.3587846;50.824273;;14/03/18 10:00;direct;26/07/17;14/03/18 10:00;;pending;;927;;;;;;;;24/07/17 10:13;14/03/18 11:12
2048;467;487;;custom_box;custom_box;;with_me;Votre boite;Boite client;928.jpg;;2;1;0;Rue de l'Aqueduc;91;;1050;Ixelles;4.3587846;50.824273;;14/03/18 10:00;direct;26/07/17;14/03/18 10:00;;pending;;928;;;;;;;;24/07/17 10:13;14/03/18 11:13
2049;467;487;;custom_box;custom_box;;with_me;Votre boite;Boite client;929.jpg;;2;1;0;Rue de l'Aqueduc;91;;1050;Ixelles;4.3587846;50.824273;;14/03/18 10:00;direct;26/07/17;14/03/18 10:00;;pending;;929;;;;;;;;24/07/17 10:13;14/03/18 11:13
2050;467;487;;custom_box;custom_box;;with_me;Votre boite;Boite client;930.jpg;;2;1;0;Rue de l'Aqueduc;91;;1050;Ixelles;4.3587846;50.824273;;14/03/18 10:00;direct;26/07/17;14/03/18 10:00;;pending;;930;;;;;;;;24/07/17 10:13;14/03/18 11:13
2051;467;487;;trolley;trolley;0.20;with_me;Trolley;;921.jpg;;5;1;0;Rue de l'Aqueduc;91;;1050;Ixelles;4.3587846;50.824273;;14/03/18 10:00;direct;26/07/17;14/03/18 10:00;;pending;;921;;;;;;;;24/07/17 10:13;14/03/18 11:14
2052;467;487;;suitcase;suitcase;0.40;with_me;Valise;;918.jpg;;5;1;0;Rue de l'Aqueduc;91;;1050;Ixelles;4.3587846;50.824273;;14/03/18 10:00;direct;26/07/17;14/03/18 10:00;;pending;;918;;;;;;;;24/07/17 10:13;08/03/18 10:22
2053;411;0;;custom_box;custom_box;;with_me;Boite plastique rouge;Boite plastique rouge;;;1;;;;;;;;;;;24/07/17 16:13;;11/07/17;0000-00-00 00:00:00;;;;621;;;;;;;;24/07/17 16:13;29/08/17 20:02
2054;411;0;;custom_box;custom_box;;with_me;Boite client : CDs;Boite client : CDs;;;1;;;;;;;;;;;24/07/17 16:13;;11/07/17;0000-00-00 00:00:00;;;;618;;;;;;;;24/07/17 16:13;29/08/17 20:02
2055;411;0;;custom_box;custom_box;;with_me;Boite plastique rouge;Boite plastique rouge;;;1;;;;;;;;;;;24/07/17 16:13;;11/07/17;0000-00-00 00:00:00;;;;620;;;;;;;;24/07/17 16:13;29/08/17 20:02
2056;411;0;;custom_box;custom_box;;with_me;Boite plastique rouge;Boite plastique rouge;;;1;;;;;;;;;;;24/07/17 16:13;;11/07/17;0000-00-00 00:00:00;;;;617;;;;;;;;24/07/17 16:13;29/08/17 20:02
2057;411;0;;custom_box;custom_box;;with_me;Boite client : Verres / Vaisselle;Boite client : Verres / Vaisselle;;;1;;;;;;;;;;;24/07/17 16:13;;11/07/17;0000-00-00 00:00:00;;;;619;;;;;;;;24/07/17 16:13;29/08/17 20:02
2058;411;0;;other;other;;with_me;Sac plastique;Sac plastique;;;1;;;;;;;;;;;24/07/17 16:13;;11/07/17;0000-00-00 00:00:00;;;;624;;;;;;;;24/07/17 16:13;29/08/17 20:02
