PSP Reference,Merchant Reference,Account,Creation Date,TimeZone,Value,Currency,Payment Method,Status,Fraud Scoring
1315430500058530,invoice-846-1014,BoxifyCom,2018-11-24 10:00:05,CET,44.90,EUR,sepadirectdebit,Chargeback,50
1715430500041854,invoice-845-1013,BoxifyCom,2018-11-24 10:00:04,CET,199.80,EUR,sepadirectdebit,Chargeback,50
1315430500047707,invoice-841-1010,BoxifyCom,2018-11-24 10:00:04,CET,217.80,EUR,sepadirectdebit,Chargeback,50
4815429824675945,invoice-907-1502,BoxifyCom,2018-11-23 15:14:27,CET,40.00,EUR,sepadirectdebit,Chargeback,50
4815429636291915,invoice-870-1495,BoxifyCom,2018-11-23 10:00:29,CET,75.00,EUR,sepadirectdebit,Refused,100
4815429636271180,invoice-870-1494,BoxifyCom,2018-11-23 10:00:27,CET,75.00,EUR,sepadirectdebit,Refused,100
4615429636274889,invoice-850-1405,BoxifyCom,2018-11-23 10:00:27,CET,291.68,EUR,sepadirectdebit,Chargeback,50
1615427973837272,invoice-907-1501,BoxifyCom,2018-11-21 11:49:43,CET,121.00,EUR,sepadirectdebit,Settled,50
1315427972959682,invoice-907-1500,BoxifyCom,2018-11-21 11:48:15,CET,38.00,EUR,sepadirectdebit,Settled,50
1825427953109862,invoice-951-1499,BoxifyCom,2018-11-21 11:15:10,CET,54.40,EUR,visa,SettledBulk,35
4545427934270448,invoice-893-1498,BoxifyCom,2018-11-21 10:43:47,CET,40.00,EUR,visa,SettledBulk,0
4815427137102540,invoice-881-1496,BoxifyCom,2018-11-20 12:35:10,CET,20.67,EUR,sepadirectdebit,Chargeback,50
1315427099066528,invoice-870-1495,BoxifyCom,2018-11-20 11:31:46,CET,60.00,EUR,sepadirectdebit,Refused,100
1615427098373138,invoice-870-1494,BoxifyCom,2018-11-20 11:30:37,CET,60.00,EUR,sepadirectdebit,Refused,100
4515426330215813,invoice-950-1493,BoxifyCom,2018-11-19 14:10:21,CET,6.00,EUR,sepadirectdebit,Settled,10
4715426329521674,invoice-949-1492,BoxifyCom,2018-11-19 14:09:12,CET,264.30,EUR,sepadirectdebit,Settled,10
1515426180095634,invoice-904-1479,BoxifyCom,2018-11-19 10:00:09,CET,60.00,EUR,sepadirectdebit,Chargeback,60
1715426180084693,invoice-931-1456,BoxifyCom,2018-11-19 10:00:08,CET,77.00,EUR,sepadirectdebit,Settled,75
1615425316345854,invoice-835-1478,BoxifyCom,2018-11-18 10:00:34,CET,20.00,EUR,sepadirectdebit,Chargeback,50
1515425316345996,invoice-851-1477,BoxifyCom,2018-11-18 10:00:34,CET,60.00,EUR,sepadirectdebit,Chargeback,50
1515425316333356,invoice-846-1402,BoxifyCom,2018-11-18 10:00:33,CET,111.00,EUR,sepadirectdebit,Chargeback,50
1315425316338431,invoice-845-1401,BoxifyCom,2018-11-18 10:00:33,CET,199.80,EUR,sepadirectdebit,Chargeback,50
1815425316328585,invoice-840-1400,BoxifyCom,2018-11-18 10:00:32,CET,160.60,EUR,sepadirectdebit,Chargeback,50
1615425316095400,invoice-846-1152,BoxifyCom,2018-11-18 10:00:09,CET,111.00,EUR,sepadirectdebit,Chargeback,50
1515425316021530,invoice-851-912,BoxifyCom,2018-11-18 10:00:02,CET,87.50,EUR,sepadirectdebit,Chargeback,50
1815425316023483,invoice-840-907,BoxifyCom,2018-11-18 10:00:02,CET,160.60,EUR,sepadirectdebit,Chargeback,50
1815425316017162,invoice-845-693,BoxifyCom,2018-11-18 10:00:01,CET,135.00,EUR,sepadirectdebit,Chargeback,50
1835424452555974,invoice-896-1350,BoxifyCom,2018-11-17 10:00:55,CET,84.66,EUR,mc,Refused,25
1535422966073834,invoice-861-1491,BoxifyCom,2018-11-15 16:43:27,CET,60.00,EUR,visa,SettledBulk,10
1815422961093036,invoice-948-1490,BoxifyCom,2018-11-15 16:35:09,CET,46.20,EUR,sepadirectdebit,Settled,0
1615422789535327,invoice-947-1489,BoxifyCom,2018-11-15 11:49:13,CET,65.73,EUR,sepadirectdebit,Settled,0
1535422783479404,invoice-859-1488,BoxifyCom,2018-11-15 11:39:07,CET,60.00,EUR,visa,SettledBulk,0
1615422724479680,invoice-924-1451,BoxifyCom,2018-11-15 10:00:47,CET,51.00,EUR,sepadirectdebit,Settled,0
1835422724460197,invoice-899-1435,BoxifyCom,2018-11-15 10:00:46,CET,20.40,EUR,mc,Refused,0
1725422724455463,invoice-893-1431,BoxifyCom,2018-11-15 10:00:45,CET,109.40,EUR,visa,SettledBulk,0
1515422724444412,invoice-870-1415,BoxifyCom,2018-11-15 10:00:44,CET,103.46,EUR,sepadirectdebit,Refused,100
1725422724430672,invoice-855-1408,BoxifyCom,2018-11-15 10:00:43,CET,35.70,EUR,mc,SettledBulk,0
1815422724427380,invoice-795-1395,BoxifyCom,2018-11-15 10:00:42,CET,20.40,EUR,sepadirectdebit,Settled,0
1835422724396284,invoice-735-1387,BoxifyCom,2018-11-15 10:00:39,CET,73.95,EUR,mc,Refused,0
1845422724351659,invoice-646-1379,BoxifyCom,2018-11-15 10:00:35,CET,184.01,EUR,mc,Refused,10
1645422724340860,invoice-604-1374,BoxifyCom,2018-11-15 10:00:34,CET,271.73,EUR,mc,Refused,20
1335422724335410,invoice-550-1370,BoxifyCom,2018-11-15 10:00:33,CET,51.00,EUR,visa,Refused,35
1525422724232617,invoice-253-1359,BoxifyCom,2018-11-15 10:00:23,CET,82.62,EUR,mc,SettledBulk,20
1615422724221926,invoice-851-1248,BoxifyCom,2018-11-15 10:00:22,CET,72.50,EUR,sepadirectdebit,Settled,50
1315422724216648,invoice-846-1244,BoxifyCom,2018-11-15 10:00:21,CET,96.00,EUR,sepadirectdebit,Chargeback,50
1615422724201621,invoice-845-1243,BoxifyCom,2018-11-15 10:00:20,CET,184.80,EUR,sepadirectdebit,Chargeback,50
1615422724201381,invoice-765-1232,BoxifyCom,2018-11-15 10:00:20,CET,35.00,EUR,sepadirectdebit,Settled,50
1815422724191242,invoice-845-1151,BoxifyCom,2018-11-15 10:00:19,CET,184.80,EUR,sepadirectdebit,Chargeback,50
1815422724034434,invoice-846-1014,BoxifyCom,2018-11-15 10:00:03,CET,29.90,EUR,sepadirectdebit,Chargeback,50
1315422724033241,invoice-845-1013,BoxifyCom,2018-11-15 10:00:03,CET,184.80,EUR,sepadirectdebit,Chargeback,50
1515422724026482,invoice-841-1010,BoxifyCom,2018-11-15 10:00:02,CET,202.80,EUR,sepadirectdebit,Chargeback,50
1325422105081494,invoice-718-1487,BoxifyCom,2018-11-14 16:48:28,CET,20.00,EUR,mc,SettledBulk,30
1825422104758071,invoice-718-1486,BoxifyCom,2018-11-14 16:47:55,CET,20.00,EUR,mc,SettledBulk,30
1345421957429757,card-718-1542195379,BoxifyCom,2018-11-14 12:42:22,CET,0.00,EUR,mc,Authorised,30
4845421956804868,card-718-1542195318,BoxifyCom,2018-11-14 12:41:20,CET,0.00,EUR,mc,Authorised,30
4335421956352477,card-718-1542195272,BoxifyCom,2018-11-14 12:40:35,CET,0.00,EUR,mc,Authorised,30
4535421860770721,invoice-911-1351,BoxifyCom,2018-11-14 10:01:17,CET,35.00,EUR,mc,Refused,0
4535421860769020,invoice-896-1350,BoxifyCom,2018-11-14 10:01:16,CET,84.66,EUR,mc,Refused,25
4325421860753168,invoice-893-1344,BoxifyCom,2018-11-14 10:01:15,CET,117.67,EUR,visa,SettledBulk,0
4845421860732858,invoice-866-1336,BoxifyCom,2018-11-14 10:01:13,CET,40.00,EUR,mc,SettledBulk,0
4615421860725421,invoice-870-1258,BoxifyCom,2018-11-14 10:01:12,CET,118.46,EUR,sepadirectdebit,Refused,100
4535420996133382,invoice-842-1314,BoxifyCom,2018-11-13 10:00:13,CET,160.00,EUR,mc,SettledBulk,0
4515420329443189,invoice-946-1483,BoxifyCom,2018-11-12 15:29:04,CET,91.08,EUR,sepadirectdebit,Settled,0
1825420254605662,invoice-866-1482,BoxifyCom,2018-11-12 13:24:20,CET,40.00,EUR,mc,SettledBulk,0
4645420225103120,invoice-901-1481,BoxifyCom,2018-11-12 12:35:10,CET,423.50,EUR,visa,SettledBulk,0
4315420132274096,invoice-850-1405,BoxifyCom,2018-11-12 10:00:27,CET,276.68,EUR,sepadirectdebit,Chargeback,50
4615420109290981,invoice-902-1480,BoxifyCom,2018-11-12 09:22:09,CET,20.00,EUR,sepadirectdebit,Settled,0
1815420078664467,invoice-904-1479,BoxifyCom,2018-11-12 08:31:06,CET,60.00,EUR,sepadirectdebit,Chargeback,10
1515419268023537,invoice-931-1456,BoxifyCom,2018-11-11 10:00:02,CET,62.00,EUR,sepadirectdebit,Chargeback,75
1615418551950314,invoice-835-1478,BoxifyCom,2018-11-10 14:06:35,CET,20.00,EUR,sepadirectdebit,Chargeback,50
4615418404062204,invoice-890-1429,BoxifyCom,2018-11-10 10:00:06,CET,114.00,EUR,sepadirectdebit,Settled,50
4515418404067865,invoice-887-1426,BoxifyCom,2018-11-10 10:00:06,CET,45.00,EUR,sepadirectdebit,Chargeback,60
4815418404058275,invoice-846-1402,BoxifyCom,2018-11-10 10:00:05,CET,96.00,EUR,sepadirectdebit,Chargeback,50
4715418404051933,invoice-845-1401,BoxifyCom,2018-11-10 10:00:05,CET,184.80,EUR,sepadirectdebit,Chargeback,50
4315418404046911,invoice-840-1400,BoxifyCom,2018-11-10 10:00:04,CET,145.60,EUR,sepadirectdebit,Chargeback,50
4715418404049523,invoice-846-1152,BoxifyCom,2018-11-10 10:00:04,CET,96.00,EUR,sepadirectdebit,Chargeback,50
4815418404031777,invoice-851-912,BoxifyCom,2018-11-10 10:00:03,CET,72.50,EUR,sepadirectdebit,Chargeback,50
4615418404021168,invoice-840-907,BoxifyCom,2018-11-10 10:00:02,CET,145.60,EUR,sepadirectdebit,Chargeback,50
4715418404029079,invoice-845-693,BoxifyCom,2018-11-10 10:00:02,CET,120.00,EUR,sepadirectdebit,Chargeback,50
1715417744748816,sepa-795-1541774122,BoxifyCom,2018-11-09 15:41:14,CET,0.00,EUR,sepadirectdebit,Authorised,0
1315417479146412,invoice-851-1477,BoxifyCom,2018-11-09 08:18:34,CET,60.00,EUR,sepadirectdebit,Chargeback,50
1745416906304925,invoice-832-1476,BoxifyCom,2018-11-08 16:23:50,CET,40.00,EUR,mc,SettledBulk,0
1525416276212324,invoice-901-1475,BoxifyCom,2018-11-07 22:53:41,CET,20.00,EUR,visa,SettledBulk,0
1335415860414759,invoice-945-1474,BoxifyCom,2018-11-07 11:20:41,CET,66.22,EUR,visa,SettledBulk,0
4315415834412895,invoice-944-1473,BoxifyCom,2018-11-07 10:37:21,CET,49.83,EUR,sepadirectdebit,Settled,0
1515415140969509,invoice-943-1472,BoxifyCom,2018-11-06 15:21:36,CET,67.93,EUR,sepadirectdebit,Settled,0
1835415072989429,invoice-868-1471,BoxifyCom,2018-11-06 13:28:18,CET,20.00,EUR,visa,SettledBulk,35
1815414159228110,invoice-934-1469,BoxifyCom,2018-11-05 12:05:22,CET,80.00,EUR,sepadirectdebit,Settled,0
1515414155741440,invoice-934-1468,BoxifyCom,2018-11-05 11:59:34,CET,20.00,EUR,sepadirectdebit,Settled,0
1525412852037664,card-253-1541284863,BoxifyCom,2018-11-03 23:46:43,CET,0.00,EUR,mc,Authorised,20
1815411673705151,invoice-942-1467,BoxifyCom,2018-11-02 15:02:50,CET,28.00,EUR,sepadirectdebit,Settled,0
1515411613798939,invoice-389-1466,BoxifyCom,2018-11-02 13:22:59,CET,20.00,EUR,sepadirectdebit,Settled,0
1625411535211943,invoice-859-1465,BoxifyCom,2018-11-02 11:12:01,CET,16.00,EUR,visa,SettledBulk,0
1635410902126773,card-253-1541089877,BoxifyCom,2018-11-01 17:36:52,CET,0.00,EUR,mc,Refused,20
4525410900583584,card-253-1541089723,BoxifyCom,2018-11-01 17:34:18,CET,0.00,EUR,mc,Authorised,20
4615410693313695,sepa-924-1541068997,BoxifyCom,2018-11-01 11:48:51,CET,0.00,EUR,sepadirectdebit,Authorised,1
4335410692144611,card-924-1541068879,BoxifyCom,2018-11-01 11:46:54,CET,0.00,EUR,mc,Authorised,0
4845410688010977,card-924-1541068466,BoxifyCom,2018-11-01 11:40:01,CET,0.00,EUR,mc,Authorised,0
1325410632348809,invoice-939-1462,BoxifyCom,2018-11-01 10:07:14,CET,20.40,EUR,visa,SettledBulk,35
1725410632349860,invoice-937-1461,BoxifyCom,2018-11-01 10:07:14,CET,35.70,EUR,visa,SettledBulk,0
1615410632331903,invoice-936-1460,BoxifyCom,2018-11-01 10:07:13,CET,50.00,EUR,sepadirectdebit,Settled,0
1715410632334732,invoice-935-1459,BoxifyCom,2018-11-01 10:07:13,CET,168.00,EUR,sepadirectdebit,Settled,0
1615410632339435,invoice-934-1458,BoxifyCom,2018-11-01 10:07:13,CET,168.00,EUR,sepadirectdebit,Settled,0
1325410632328157,invoice-933-1457,BoxifyCom,2018-11-01 10:07:12,CET,20.40,EUR,mc,SettledBulk,0
1315410632317863,invoice-931-1456,BoxifyCom,2018-11-01 10:07:11,CET,62.00,EUR,sepadirectdebit,Chargeback,25
1315410632317798,invoice-930-1455,BoxifyCom,2018-11-01 10:07:11,CET,99.00,EUR,sepadirectdebit,Settled,0
1515410632300867,invoice-929-1454,BoxifyCom,2018-11-01 10:07:10,CET,101.89,EUR,sepadirectdebit,Settled,0
1815410632304437,invoice-926-1453,BoxifyCom,2018-11-01 10:07:10,CET,103.00,EUR,sepadirectdebit,Chargeback,50
1615410632308760,invoice-925-1452,BoxifyCom,2018-11-01 10:07:10,CET,171.60,EUR,sepadirectdebit,Settled,50
1735410632298339,invoice-924-1451,BoxifyCom,2018-11-01 10:07:09,CET,51.00,EUR,mc,Refused,0
1715410632283004,invoice-923-1450,BoxifyCom,2018-11-01 10:07:08,CET,42.50,EUR,sepadirectdebit,Settled,0
1815410632283599,invoice-921-1449,BoxifyCom,2018-11-01 10:07:08,CET,62.00,EUR,sepadirectdebit,Settled,10
1315410632276820,invoice-920-1448,BoxifyCom,2018-11-01 10:07:07,CET,96.00,EUR,sepadirectdebit,Settled,0
1715410632272759,invoice-919-1447,BoxifyCom,2018-11-01 10:07:07,CET,62.00,EUR,sepadirectdebit,Settled,0
1715410632277873,invoice-918-1446,BoxifyCom,2018-11-01 10:07:07,CET,74.38,EUR,sepadirectdebit,Settled,10
1515410632265441,invoice-916-1445,BoxifyCom,2018-11-01 10:07:06,CET,192.00,EUR,sepadirectdebit,Settled,0
1615410632264732,invoice-915-1444,BoxifyCom,2018-11-01 10:07:06,CET,87.50,EUR,sepadirectdebit,Settled,25
1615410632254691,invoice-912-1443,BoxifyCom,2018-11-01 10:07:05,CET,74.38,EUR,sepadirectdebit,Settled,25
1815410632252776,invoice-909-1442,BoxifyCom,2018-11-01 10:07:05,CET,76.95,EUR,sepadirectdebit,Settled,0
1345410632245928,invoice-908-1441,BoxifyCom,2018-11-01 10:07:04,CET,63.24,EUR,visa,SettledBulk,0
1615410632244205,invoice-907-1440,BoxifyCom,2018-11-01 10:07:04,CET,172.26,EUR,sepadirectdebit,Settled,50
1315410632230983,invoice-904-1439,BoxifyCom,2018-11-01 10:07:03,CET,99.00,EUR,sepadirectdebit,Settled,10
1315410632235396,invoice-902-1438,BoxifyCom,2018-11-01 10:07:03,CET,35.00,EUR,sepadirectdebit,Settled,0
1525410632213324,invoice-901-1437,BoxifyCom,2018-11-01 10:07:01,CET,51.00,EUR,visa,SettledBulk,0
1615410632213408,invoice-900-1436,BoxifyCom,2018-11-01 10:07:01,CET,96.00,EUR,sepadirectdebit,Settled,0
1735410632195998,invoice-899-1435,BoxifyCom,2018-11-01 10:06:59,CET,20.40,EUR,mc,Refused,0
1815410632195546,invoice-898-1434,BoxifyCom,2018-11-01 10:06:59,CET,74.50,EUR,sepadirectdebit,Settled,10
1325410632174510,invoice-896-1433,BoxifyCom,2018-11-01 10:06:57,CET,82.62,EUR,mc,Refused,25
1815410632175167,invoice-894-1432,BoxifyCom,2018-11-01 10:06:57,CET,101.89,EUR,sepadirectdebit,Settled,25
1525410632162117,invoice-893-1431,BoxifyCom,2018-11-01 10:06:56,CET,109.40,EUR,visa,Refused,0
1615410632159742,invoice-892-1430,BoxifyCom,2018-11-01 10:06:55,CET,81.60,EUR,sepadirectdebit,Settled,0
1715410632159873,invoice-890-1429,BoxifyCom,2018-11-01 10:06:55,CET,114.00,EUR,sepadirectdebit,Chargeback,0
1745410632144481,invoice-889-1428,BoxifyCom,2018-11-01 10:06:54,CET,73.95,EUR,visa,SettledBulk,25
1635410632149459,invoice-888-1427,BoxifyCom,2018-11-01 10:06:54,CET,20.40,EUR,visa,SettledBulk,20
1715410632134298,invoice-887-1426,BoxifyCom,2018-11-01 10:06:53,CET,45.00,EUR,sepadirectdebit,Chargeback,10
1315410632138012,invoice-885-1425,BoxifyCom,2018-11-01 10:06:53,CET,163.20,EUR,sepadirectdebit,Settled,0
1615410632139231,invoice-884-1424,BoxifyCom,2018-11-01 10:06:53,CET,62.00,EUR,sepadirectdebit,Settled,10
1615410632129190,invoice-883-1423,BoxifyCom,2018-11-01 10:06:52,CET,131.10,EUR,sepadirectdebit,Settled,50
1315410632123378,invoice-882-1422,BoxifyCom,2018-11-01 10:06:52,CET,72.50,EUR,sepadirectdebit,Settled,50
1715410632124018,invoice-881-1421,BoxifyCom,2018-11-01 10:06:52,CET,50.00,EUR,sepadirectdebit,Settled,50
1515410632121156,invoice-880-1420,BoxifyCom,2018-11-01 10:06:52,CET,81.00,EUR,sepadirectdebit,Settled,50
1715410632123937,invoice-878-1419,BoxifyCom,2018-11-01 10:06:52,CET,47.50,EUR,sepadirectdebit,Settled,25
1515410632110977,invoice-876-1418,BoxifyCom,2018-11-01 10:06:51,CET,91.70,EUR,sepadirectdebit,Chargeback,10
1615410632118664,invoice-873-1417,BoxifyCom,2018-11-01 10:06:51,CET,114.00,EUR,sepadirectdebit,Settled,0
1815410632104035,invoice-871-1416,BoxifyCom,2018-11-01 10:06:50,CET,130.20,EUR,sepadirectdebit,Settled,50
1715410632098485,invoice-870-1415,BoxifyCom,2018-11-01 10:06:49,CET,103.46,EUR,sepadirectdebit,Refused,100
1635410632080472,invoice-868-1414,BoxifyCom,2018-11-01 10:06:48,CET,73.95,EUR,visa,SettledBulk,35
1525410632085946,invoice-866-1413,BoxifyCom,2018-11-01 10:06:48,CET,20.40,EUR,mc,SettledBulk,0
1325410632072094,invoice-861-1412,BoxifyCom,2018-11-01 10:06:47,CET,25.50,EUR,visa,SettledBulk,10
1625410632060013,invoice-860-1411,BoxifyCom,2018-11-01 10:06:46,CET,118.41,EUR,visa,SettledBulk,0
1735410632067742,invoice-859-1410,BoxifyCom,2018-11-01 10:06:46,CET,6.38,EUR,visa,SettledBulk,0
1735410632047348,invoice-857-1409,BoxifyCom,2018-11-01 10:06:44,CET,51.00,EUR,visa,SettledBulk,0
1725410632026880,invoice-855-1408,BoxifyCom,2018-11-01 10:06:42,CET,35.70,EUR,mc,Refused,0
1815410632021882,invoice-852-1407,BoxifyCom,2018-11-01 10:06:42,CET,81.00,EUR,sepadirectdebit,Settled,10
1815410632021817,invoice-851-1406,BoxifyCom,2018-11-01 10:06:42,CET,72.50,EUR,sepadirectdebit,Settled,50
1615410632026545,invoice-850-1405,BoxifyCom,2018-11-01 10:06:42,CET,276.68,EUR,sepadirectdebit,Chargeback,50
1315410632010625,invoice-849-1404,BoxifyCom,2018-11-01 10:06:41,CET,123.69,EUR,sepadirectdebit,Settled,0
1715410632011272,invoice-848-1403,BoxifyCom,2018-11-01 10:06:41,CET,68.85,EUR,sepadirectdebit,Settled,0
1315410632010534,invoice-846-1402,BoxifyCom,2018-11-01 10:06:41,CET,96.00,EUR,sepadirectdebit,Chargeback,50
1515410632003412,invoice-845-1401,BoxifyCom,2018-11-01 10:06:40,CET,184.80,EUR,sepadirectdebit,Chargeback,50
1615410632006190,invoice-840-1400,BoxifyCom,2018-11-01 10:06:40,CET,145.60,EUR,sepadirectdebit,Chargeback,50
1815410631995847,invoice-838-1399,BoxifyCom,2018-11-01 10:06:39,CET,114.00,EUR,sepadirectdebit,Settled,10
1615410631995997,invoice-835-1398,BoxifyCom,2018-11-01 10:06:39,CET,35.00,EUR,sepadirectdebit,Settled,50
1615410631993265,invoice-834-1397,BoxifyCom,2018-11-01 10:06:39,CET,17.00,EUR,sepadirectdebit,Settled,0
1725410631980533,invoice-832-1396,BoxifyCom,2018-11-01 10:06:38,CET,51.00,EUR,mc,SettledBulk,0
1825410631949669,invoice-780-1394,BoxifyCom,2018-11-01 10:06:34,CET,40.80,EUR,mc,SettledBulk,0
1835410631940005,invoice-777-1393,BoxifyCom,2018-11-01 10:06:34,CET,116.28,EUR,visa,SettledBulk,0
1315410631917713,invoice-765-1391,BoxifyCom,2018-11-01 10:06:31,CET,35.00,EUR,sepadirectdebit,Settled,50
1845410631898441,invoice-738-1389,BoxifyCom,2018-11-01 10:06:29,CET,171.36,EUR,mc,SettledBulk,30
1325410631886957,invoice-737-1388,BoxifyCom,2018-11-01 10:06:28,CET,38.25,EUR,mc,SettledBulk,0
1635410631870451,invoice-735-1387,BoxifyCom,2018-11-01 10:06:27,CET,73.95,EUR,mc,Refused,0
1315410631872215,invoice-733-1386,BoxifyCom,2018-11-01 10:06:27,CET,553.95,EUR,sepadirectdebit,Settled,10
1825410631867663,invoice-726-1385,BoxifyCom,2018-11-01 10:06:26,CET,51.00,EUR,mc,SettledBulk,10
1335410631861974,invoice-720-1384,BoxifyCom,2018-11-01 10:06:26,CET,45.90,EUR,visa,SettledBulk,0
1525410631752793,invoice-654-1380,BoxifyCom,2018-11-01 10:06:15,CET,12.24,EUR,visa,SettledBulk,0
1545410631748334,invoice-646-1379,BoxifyCom,2018-11-01 10:06:14,CET,184.01,EUR,mc,Refused,10
1815410631745044,invoice-645-1378,BoxifyCom,2018-11-01 10:06:14,CET,45.00,EUR,sepadirectdebit,Settled,0
1535410631732256,invoice-644-1377,BoxifyCom,2018-11-01 10:06:13,CET,51.00,EUR,mc,SettledBulk,0
1735410631709898,invoice-606-1375,BoxifyCom,2018-11-01 10:06:10,CET,116.28,EUR,visa,SettledBulk,30
1845410631684189,invoice-604-1374,BoxifyCom,2018-11-01 10:06:08,CET,271.73,EUR,mc,Refused,20
1725410631673500,invoice-588-1373,BoxifyCom,2018-11-01 10:06:07,CET,212.06,EUR,mc,SettledBulk,20
1825410631643379,invoice-551-1371,BoxifyCom,2018-11-01 10:06:04,CET,68.28,EUR,visa,SettledBulk,0
1835410631633113,invoice-550-1370,BoxifyCom,2018-11-01 10:06:03,CET,51.00,EUR,visa,Refused,35
1645410631627800,invoice-545-1369,BoxifyCom,2018-11-01 10:06:02,CET,73.95,EUR,visa,SettledBulk,0
1315410631579984,invoice-396-1366,BoxifyCom,2018-11-01 10:05:57,CET,50.00,EUR,sepadirectdebit,Settled,50
1515410631563580,invoice-384-1365,BoxifyCom,2018-11-01 10:05:56,CET,96.00,EUR,sepadirectdebit,Settled,0
1525410631477292,invoice-256-1360,BoxifyCom,2018-11-01 10:05:47,CET,41.06,EUR,visa,SettledBulk,0
1815410631376519,invoice-201-1357,BoxifyCom,2018-11-01 10:05:37,CET,87.50,EUR,sepadirectdebit,Settled,50
1615410631376958,invoice-191-1356,BoxifyCom,2018-11-01 10:05:37,CET,138.00,EUR,sepadirectdebit,Settled,10
1845410631366225,invoice-142-1355,BoxifyCom,2018-11-01 10:05:36,CET,266.59,EUR,mc,SettledBulk,30
1525410631359342,invoice-76-1354,BoxifyCom,2018-11-01 10:05:35,CET,683.91,EUR,mc,SettledBulk,20
4815410179730279,invoice-875-1353,BoxifyCom,2018-10-31 21:32:53,CET,20.00,EUR,sepadirectdebit,Settled,0
1625410089625854,invoice-913-1352,BoxifyCom,2018-10-31 19:02:43,CET,60.00,EUR,visa,SettledBulk,0
4535410049466004,invoice-911-1351,BoxifyCom,2018-10-31 17:55:46,CET,35.00,EUR,mc,Refused,0
4335410047875141,invoice-896-1350,BoxifyCom,2018-10-31 17:53:07,CET,84.66,EUR,mc,Refused,25
1845410047080741,invoice-901-1349,BoxifyCom,2018-10-31 17:51:48,CET,51.00,EUR,visa,SettledBulk,0
1345410046760314,invoice-897-1348,BoxifyCom,2018-10-31 17:51:16,CET,20.00,EUR,visa,SettledBulk,0
4815410046055579,invoice-902-1347,BoxifyCom,2018-10-31 17:50:05,CET,15.17,EUR,sepadirectdebit,Settled,0
4315410045637562,invoice-898-1346,BoxifyCom,2018-10-31 17:49:23,CET,74.50,EUR,sepadirectdebit,Settled,10
4345410044584777,invoice-886-1345,BoxifyCom,2018-10-31 17:47:38,CET,20.00,EUR,visa,SettledBulk,0
1825410043673022,invoice-893-1344,BoxifyCom,2018-10-31 17:46:07,CET,117.67,EUR,visa,Refused,0
4815410041766204,invoice-887-1343,BoxifyCom,2018-10-31 17:42:56,CET,13.23,EUR,sepadirectdebit,Settled,10
1635410040815451,invoice-868-1342,BoxifyCom,2018-10-31 17:41:21,CET,89.74,EUR,visa,SettledBulk,35
1615410012448178,invoice-941-1341,BoxifyCom,2018-10-31 16:54:04,CET,103.68,EUR,sepadirectdebit,Settled,10
4615409984524622,invoice-878-1340,BoxifyCom,2018-10-31 16:07:32,CET,100.00,EUR,sepadirectdebit,Settled,25
1815409983706208,invoice-880-1339,BoxifyCom,2018-10-31 16:06:10,CET,60.00,EUR,sepadirectdebit,Settled,50
4615409983007215,invoice-872-1338,BoxifyCom,2018-10-31 16:05:00,CET,40.00,EUR,sepadirectdebit,Settled,0
4715409982396634,invoice-879-1337,BoxifyCom,2018-10-31 16:03:59,CET,87.50,EUR,sepadirectdebit,Settled,0
1745409980970489,invoice-866-1336,BoxifyCom,2018-10-31 16:01:37,CET,40.00,EUR,mc,Refused,0
1315409980180006,invoice-874-1335,BoxifyCom,2018-10-31 16:00:18,CET,62.00,EUR,sepadirectdebit,Settled,0
1815409931256884,invoice-940-1334,BoxifyCom,2018-10-31 14:38:45,CET,57.74,EUR,sepadirectdebit,Settled,0
4525409822208577,invoice-869-1333,BoxifyCom,2018-10-31 11:37:00,CET,89.25,EUR,visa,SettledBulk,0
1815409764659485,invoice-870-1258,BoxifyCom,2018-10-31 10:01:05,CET,103.46,EUR,sepadirectdebit,Refused,100
1345409764630816,invoice-857-1251,BoxifyCom,2018-10-31 10:01:03,CET,42.77,EUR,visa,SettledBulk,0
4325409746697071,invoice-847-1330,BoxifyCom,2018-10-31 09:31:09,CET,140.76,EUR,visa,SettledBulk,25
4515408900252806,invoice-926-1315,BoxifyCom,2018-10-30 10:00:25,CET,121.00,EUR,sepadirectdebit,Settled,50
4315408900244334,invoice-846-1152,BoxifyCom,2018-10-30 10:00:24,CET,96.00,EUR,sepadirectdebit,Chargeback,50
4715408900104898,invoice-851-912,BoxifyCom,2018-10-30 10:00:10,CET,72.50,EUR,sepadirectdebit,Chargeback,50
4715408900104617,invoice-840-907,BoxifyCom,2018-10-30 10:00:10,CET,145.60,EUR,sepadirectdebit,Chargeback,50
4515408900040458,invoice-845-693,BoxifyCom,2018-10-30 10:00:04,CET,120.00,EUR,sepadirectdebit,Chargeback,50
1735408343123374,invoice-913-1329,BoxifyCom,2018-10-29 18:31:52,CET,111.06,EUR,visa,SettledBulk,0
1645408088618025,invoice-939-1328,BoxifyCom,2018-10-29 11:27:41,CET,1.65,EUR,visa,SettledBulk,35
1335408064733942,invoice-938-1327,BoxifyCom,2018-10-29 10:47:53,CET,71.49,EUR,mc,SettledBulk,0
4535407429568847,invoice-937-1326,BoxifyCom,2018-10-28 17:09:16,CET,54.29,EUR,visa,SettledBulk,0
4815407172597689,invoice-845-1151,BoxifyCom,2018-10-28 10:00:59,CET,184.80,EUR,sepadirectdebit,Chargeback,50
